Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
0.jpg	69.66	23.86	46.96	22.76	39.93	69.07
1.jpg	66.72	55.84	57.83	61.18	61.87	66.98
10.jpg	56.71	24.52	25.42	20.03	40.39	56.63
100.jpg	64.33	56.25	55.17	51.29	59.40	64.53
1000.jpg	44.09	8.95	23.61	13.53	20.00	43.42
1001.jpg	85.18	84.67	87.78	86.59	87.12	85.31
1002.jpg	75.06	60.35	68.13	58.86	70.79	74.03
1003.jpg	83.16	46.51	63.43	42.01	64.95	78.05
1004.jpg	81.09	75.51	78.55	76.45	80.22	81.73
1005.jpg	70.56	55.44	48.51	42.27	53.92	71.06
1006.jpg	90.85	68.09	72.32	73.48	80.73	91.20
1007.jpg	38.11	26.97	26.81	17.23	32.29	37.17
1008.jpg	35.27	32.96	36.30	30.08	36.32	35.63
1009.jpg	69.80	37.86	67.26	32.70	60.40	68.53
101.jpg	81.60	69.31	80.28	72.02	79.61	81.19
1010.jpg	92.32	44.30	45.09	42.73	64.88	89.08
1011.jpg	50.97	35.42	51.47	29.55	46.99	51.62
1012.jpg	77.87	50.67	66.93	39.47	72.06	78.37
1013.jpg	69.93	54.39	63.53	52.28	65.50	69.72
1014.jpg	89.02	37.21	49.89	48.94	52.91	87.98
1015.jpg	95.47	76.13	74.04	71.15	77.57	95.70
1016.jpg	74.63	71.35	73.58	35.12	74.60	74.60
1017.jpg	56.06	50.25	50.53	32.99	58.54	58.32
1018.jpg	71.64	64.29	65.59	51.45	68.64	71.91
1019.jpg	38.44	21.05	26.05	24.09	28.95	38.91
102.jpg	62.63	53.05	51.37	45.55	53.71	62.47
1020.jpg	33.43	18.49	17.30	11.20	20.45	34.63
1021.jpg	95.67	90.23	86.02	63.26	94.18	95.80
1022.jpg	44.71	47.74	43.12	16.31	48.37	44.99
1023.jpg	37.73	29.99	32.01	24.40	34.94	38.30
1024.jpg	88.63	32.83	72.86	31.97	74.80	82.50
1025.jpg	86.96	52.21	65.45	34.73	67.92	84.03
1026.jpg	72.02	72.36	72.24	71.63	72.48	72.43
1027.jpg	54.39	46.08	44.88	48.36	45.92	52.10
1028.jpg	82.39	58.22	51.88	18.11	69.71	82.97
1029.jpg	60.97	63.65	61.16	61.75	63.88	61.95
103.jpg	44.52	32.64	29.52	29.74	33.30	40.24
1030.jpg	55.60	47.36	61.06	46.58	57.24	56.08
1031.jpg	86.58	54.11	44.44	41.92	63.42	87.08
1032.jpg	68.94	58.30	58.88	44.73	65.58	69.17
1033.jpg	43.68	17.71	26.14	24.33	24.91	34.14
1034.jpg	35.10	35.27	33.04	26.40	36.34	35.81
1035.jpg	77.51	55.14	67.27	55.55	68.42	77.72
1036.jpg	75.84	72.83	66.90	56.86	77.85	78.06
1037.jpg	78.22	40.94	57.17	39.61	58.48	71.20
1038.jpg	69.64	43.08	57.20	38.09	55.96	68.93
1039.jpg	89.66	75.43	88.43	72.06	88.86	90.08
104.jpg	80.96	77.81	78.01	78.76	80.27	81.08
1040.jpg	78.57	51.77	66.20	44.22	71.56	78.54
1041.jpg	70.95	64.61	65.22	60.49	70.27	72.21
1042.jpg	72.84	44.32	43.03	32.01	49.55	72.11
1043.jpg	33.60	31.86	28.89	22.40	35.43	35.57
1044.jpg	86.40	40.02	64.45	31.54	50.44	84.48
1045.jpg	77.68	75.28	72.67	72.65	77.35	78.98
1046.jpg	79.78	58.08	50.97	30.12	74.98	79.80
1047.jpg	73.58	50.99	56.36	47.50	59.48	73.21
1048.jpg	36.07	36.54	36.02	36.24	36.29	36.41
1049.jpg	83.82	85.10	78.95	76.83	84.14	84.21
105.jpg	85.59	77.54	89.15	60.89	85.48	85.69
1050.jpg	77.63	62.90	66.08	62.98	68.48	77.53
1051.jpg	63.80	51.80	58.05	62.51	63.29	64.15
1052.jpg	62.46	58.02	46.68	33.78	59.20	63.28
1053.jpg	78.53	71.07	75.83	70.24	73.77	79.05
1054.jpg	50.54	51.29	42.37	49.55	50.53	50.62
1055.jpg	70.93	43.33	43.85	29.46	49.56	70.40
1056.jpg	88.00	85.17	86.20	90.86	88.23	88.07
1057.jpg	68.45	65.11	60.38	52.99	68.07	68.82
1058.jpg	81.52	36.74	31.50	31.06	55.21	80.90
1059.jpg	60.28	43.40	41.25	34.46	47.77	61.76
106.jpg	82.85	80.97	80.84	70.47	82.84	83.17
1060.jpg	29.61	49.07	41.69	50.45	48.11	39.56
1061.jpg	53.51	51.45	44.10	38.88	53.22	54.24
1062.jpg	57.87	48.95	56.93	56.09	62.64	63.34
1063.jpg	65.46	52.35	58.33	54.54	58.80	63.24
1064.jpg	96.33	88.37	79.77	78.96	93.10	97.12
1065.jpg	69.28	53.36	55.68	46.00	57.78	64.67
1066.jpg	78.81	61.65	64.23	53.33	68.68	79.24
1067.jpg	78.90	64.12	64.03	60.96	65.45	79.18
1068.jpg	84.41	64.14	71.35	58.05	74.86	84.11
1069.jpg	38.48	26.26	25.69	20.07	25.85	37.58
107.jpg	63.74	50.96	55.21	42.35	54.86	59.35
1070.jpg	38.39	30.64	31.65	31.70	34.81	39.80
1071.jpg	30.49	24.69	28.72	19.11	31.68	33.58
1072.jpg	26.43	28.02	24.50	23.51	28.95	26.83
1073.jpg	55.41	32.13	53.10	51.10	52.46	55.76
1074.jpg	83.01	80.90	85.73	72.04	83.53	83.39
1075.jpg	44.31	39.52	42.99	29.88	45.67	45.98
1076.jpg	47.04	12.66	28.12	16.89	25.78	46.57
1077.jpg	81.79	70.26	70.17	70.06	71.97	81.79
1078.jpg	63.37	45.42	48.67	44.50	51.97	64.36
1079.jpg	73.96	57.33	59.37	47.00	60.09	72.07
108.jpg	84.99	80.17	78.08	73.22	81.25	84.63
1080.jpg	38.17	41.30	39.94	37.68	42.83	40.72
1081.jpg	58.81	38.70	42.56	19.53	46.62	58.97
1082.jpg	67.61	68.58	67.97	66.39	68.72	68.15
1083.jpg	60.57	58.85	51.73	47.61	58.89	60.09
1084.jpg	80.57	63.85	64.74	65.00	75.86	78.23
1085.jpg	79.99	77.33	83.06	59.38	81.04	80.09
1086.jpg	65.56	23.56	30.77	27.20	34.40	64.98
1087.jpg	38.93	26.54	32.58	32.18	35.89	39.23
1088.jpg	57.89	49.91	51.87	48.16	51.64	58.58
1089.jpg	43.47	35.12	41.01	43.01	42.53	43.82
109.jpg	75.25	68.86	72.74	68.54	71.95	75.56
1090.jpg	87.38	60.85	62.29	58.76	69.06	86.25
1091.jpg	84.65	39.44	55.43	29.49	60.65	85.04
1092.jpg	66.86	59.26	62.22	58.38	62.34	67.59
1093.jpg	75.97	62.61	71.95	57.66	66.32	75.34
1094.jpg	56.43	43.47	44.57	23.73	52.20	56.69
1095.jpg	71.24	63.61	69.20	55.82	72.00	71.67
1096.jpg	80.07	64.02	73.64	61.45	75.18	79.70
1097.jpg	64.08	62.68	63.06	62.53	63.82	64.21
1098.jpg	73.22	67.93	72.85	71.79	74.45	73.59
1099.jpg	93.36	64.03	85.00	59.68	88.61	93.35
11.jpg	56.76	36.46	66.77	35.59	48.48	57.03
110.jpg	91.83	64.74	64.05	60.63	74.59	82.28
1100.jpg	67.79	57.93	51.70	45.27	68.40	68.79
1101.jpg	89.16	69.86	68.45	63.18	75.50	89.57
1102.jpg	83.46	58.47	53.05	53.70	60.53	81.69
1103.jpg	94.27	63.51	81.56	61.47	81.00	95.75
1104.jpg	18.50	22.20	20.31	20.60	22.11	21.24
1105.jpg	62.83	45.15	48.20	44.09	51.53	63.77
1106.jpg	89.02	22.08	52.78	12.35	55.17	91.12
1107.jpg	53.54	47.83	50.20	50.01	51.70	53.86
1108.jpg	58.77	42.05	50.59	36.90	53.50	58.39
1109.jpg	59.87	47.39	52.62	44.16	53.09	60.06
111.jpg	64.95	64.80	65.52	61.48	65.09	65.63
1110.jpg	43.47	45.45	45.57	39.32	48.15	46.76
1111.jpg	42.64	34.41	31.15	29.75	36.27	45.05
1112.jpg	74.59	60.00	70.92	62.80	71.09	74.38
1113.jpg	81.35	64.32	64.79	65.14	65.56	71.71
1114.jpg	58.80	34.36	45.80	39.05	50.21	57.51
1115.jpg	64.01	38.75	42.05	30.88	45.88	64.03
1116.jpg	90.32	43.36	50.16	40.74	57.73	90.41
1117.jpg	54.67	46.84	53.70	53.72	57.56	55.49
1118.jpg	85.05	77.02	81.30	59.22	82.54	85.51
1119.jpg	66.76	55.34	61.57	47.36	60.96	66.51
112.jpg	58.55	39.06	63.02	43.69	49.68	58.34
1120.jpg	90.77	50.51	82.46	48.04	86.56	90.91
1121.jpg	74.68	65.32	77.74	66.71	72.27	75.21
1122.jpg	65.58	56.27	62.28	52.96	63.19	66.09
1123.jpg	59.26	70.15	43.33	25.01	64.13	63.25
1124.jpg	85.66	71.56	68.22	66.90	78.77	86.72
1125.jpg	86.57	75.52	76.70	58.18	81.01	86.53
1126.jpg	80.27	78.08	75.57	48.03	86.44	86.97
1127.jpg	50.87	43.13	45.35	41.28	46.52	51.31
1128.jpg	66.19	39.87	45.04	24.16	50.68	66.84
1129.jpg	57.39	54.91	54.66	53.27	56.36	57.82
113.jpg	46.29	28.43	46.85	26.59	48.15	47.84
1130.jpg	29.38	31.28	36.10	22.09	32.58	29.68
1131.jpg	83.67	56.15	59.99	53.38	63.36	83.07
1132.jpg	90.18	59.92	60.70	60.25	60.63	92.20
1133.jpg	65.93	35.77	61.68	36.83	64.65	67.49
1134.jpg	86.97	73.41	75.70	61.85	81.08	87.23
1135.jpg	71.89	30.74	64.57	26.48	65.86	72.46
1136.jpg	62.17	45.30	50.67	44.45	51.24	62.43
1137.jpg	57.07	48.66	42.26	36.90	52.47	56.77
1138.jpg	58.74	55.32	57.55	50.76	54.76	56.59
1139.jpg	80.85	68.27	71.42	71.70	73.52	79.73
114.jpg	52.61	46.15	44.18	35.22	52.73	53.36
1140.jpg	56.64	45.90	48.82	47.54	47.84	59.17
1141.jpg	40.97	37.57	33.27	35.55	38.27	42.12
1142.jpg	80.12	65.78	63.73	57.11	70.96	80.36
1143.jpg	34.88	36.18	35.65	33.91	36.06	35.69
1144.jpg	56.33	31.51	33.15	27.97	43.32	56.79
1145.jpg	68.84	25.14	38.22	37.71	48.26	66.80
1146.jpg	85.50	71.78	73.37	61.63	81.49	85.76
1147.jpg	29.25	30.78	23.29	23.15	26.02	29.01
1148.jpg	77.08	53.82	60.01	53.97	57.55	80.79
1149.jpg	40.28	20.82	21.80	13.42	26.46	40.82
115.jpg	55.41	29.68	20.82	16.20	24.99	55.10
1150.jpg	42.06	26.61	36.77	36.59	40.19	42.77
1151.jpg	73.92	70.99	74.25	73.65	74.48	74.64
1152.jpg	83.26	57.23	57.84	47.63	73.80	83.89
1153.jpg	84.67	40.22	51.24	38.46	50.11	77.77
1154.jpg	40.59	62.90	43.27	37.20	60.94	42.84
1155.jpg	70.74	65.68	64.37	55.86	64.68	70.18
1156.jpg	62.60	47.70	46.01	36.77	54.66	68.31
1157.jpg	43.69	29.53	69.74	18.88	43.74	43.85
1158.jpg	68.90	66.22	67.32	62.00	69.11	69.42
1159.jpg	65.05	47.17	53.34	45.54	56.42	65.82
116.jpg	48.84	46.72	46.67	46.72	48.80	49.26
1160.jpg	71.01	63.11	69.39	68.34	70.39	71.34
1161.jpg	70.81	55.64	54.26	35.47	63.32	68.19
1162.jpg	50.43	23.35	28.09	36.82	37.93	51.27
1163.jpg	44.68	46.57	48.20	45.55	48.65	45.81
1164.jpg	25.98	10.67	8.77	3.57	11.80	19.29
1165.jpg	30.83	30.18	31.99	28.47	32.12	31.10
1166.jpg	58.19	56.93	32.14	37.45	58.27	58.76
1167.jpg	67.16	63.31	66.53	49.29	67.50	67.33
1168.jpg	46.51	40.77	44.52	39.74	46.24	47.04
1169.jpg	76.65	44.46	56.63	35.19	61.71	83.07
117.jpg	61.44	63.07	64.16	60.26	62.09	61.87
1170.jpg	77.93	72.84	73.66	70.09	76.21	78.29
1171.jpg	92.32	83.73	70.10	68.86	87.08	92.98
1172.jpg	32.16	14.14	12.35	5.58	15.21	31.96
1173.jpg	66.04	58.34	52.77	41.91	61.21	67.34
1174.jpg	71.60	51.28	48.89	44.13	52.45	71.59
1175.jpg	65.08	55.04	58.17	50.92	58.87	65.45
1176.jpg	92.61	74.65	85.73	60.15	91.23	93.14
1177.jpg	80.93	85.42	67.52	75.90	77.45	83.39
1178.jpg	83.52	74.83	79.60	75.25	83.79	83.99
1179.jpg	73.15	58.57	56.85	53.80	64.08	73.09
118.jpg	80.26	69.17	68.47	66.34	72.89	80.49
1180.jpg	48.79	39.46	49.01	36.61	47.76	50.57
1181.jpg	59.79	43.41	38.31	37.99	47.45	60.21
1182.jpg	77.54	58.13	69.59	29.77	69.48	77.98
1183.jpg	77.30	28.25	44.39	22.04	53.38	73.37
1184.jpg	87.49	57.01	44.14	37.87	66.67	87.06
1185.jpg	50.76	42.13	44.95	41.60	45.94	51.08
1186.jpg	33.42	32.08	30.15	29.11	33.95	34.63
1187.jpg	87.13	73.85	76.79	71.94	83.60	87.16
1188.jpg	69.78	65.00	67.93	31.47	69.57	69.84
1189.jpg	77.57	34.12	60.31	32.13	52.55	78.03
119.jpg	74.97	47.40	66.42	39.86	57.82	76.37
1190.jpg	66.78	55.88	58.11	37.50	60.33	66.63
1191.jpg	81.80	54.65	73.17	49.28	76.59	84.85
1192.jpg	73.02	80.71	81.51	78.32	81.91	82.10
1193.jpg	57.31	36.18	49.90	22.38	50.91	57.10
1194.jpg	43.18	17.82	20.04	15.06	32.29	43.08
1195.jpg	82.53	59.00	73.87	57.04	76.25	82.52
1196.jpg	67.33	55.72	60.03	46.65	63.33	67.48
1197.jpg	85.83	55.61	75.05	57.68	79.35	85.81
1198.jpg	88.58	29.56	33.80	23.61	69.60	89.38
1199.jpg	77.34	56.26	63.27	55.80	58.51	72.74
12.jpg	73.27	69.44	61.30	47.69	71.86	74.65
120.jpg	83.28	45.77	61.77	36.85	66.77	84.16
1200.jpg	72.52	22.00	39.70	30.38	50.10	78.74
1201.jpg	61.08	44.95	58.36	54.43	64.75	62.84
1202.jpg	84.86	73.31	74.02	69.73	76.40	84.85
1203.jpg	78.14	60.98	71.48	70.32	74.80	75.39
1204.jpg	76.56	41.81	65.89	36.96	72.71	77.32
1205.jpg	53.64	52.35	52.13	51.60	52.54	53.98
1206.jpg	70.55	65.03	58.66	56.05	68.38	71.47
1207.jpg	76.74	66.12	58.92	55.56	68.98	76.40
1208.jpg	86.65	53.22	71.44	7.28	73.38	85.85
1209.jpg	85.94	94.57	85.89	84.94	95.23	86.12
121.jpg	84.83	76.42	70.28	53.39	79.83	83.85
1210.jpg	49.94	39.20	47.37	36.58	47.77	49.61
1211.jpg	54.73	47.65	46.02	39.25	48.54	53.41
1212.jpg	79.26	63.36	67.10	63.12	69.81	79.30
1213.jpg	83.93	27.04	32.35	23.82	38.93	84.11
1214.jpg	50.47	39.36	46.16	33.70	46.81	50.78
1215.jpg	89.69	53.72	72.03	36.41	82.46	90.13
1216.jpg	62.81	43.71	60.35	40.02	60.61	63.81
1217.jpg	52.29	28.32	24.51	17.54	29.10	52.83
1218.jpg	64.12	61.79	60.42	45.98	61.86	63.78
1219.jpg	46.81	39.23	50.55	36.90	50.78	49.97
122.jpg	62.34	60.55	67.28	56.96	61.56	63.30
1220.jpg	62.21	31.40	38.97	23.74	40.52	60.17
1221.jpg	85.68	39.62	78.64	37.79	71.79	82.98
1222.jpg	64.20	50.90	60.93	50.42	64.38	64.72
1223.jpg	85.58	79.93	77.75	59.53	84.01	85.39
1224.jpg	80.48	72.12	77.43	63.10	78.11	80.25
1225.jpg	52.03	47.75	47.13	42.50	52.47	55.68
1226.jpg	82.74	80.69	82.79	57.78	82.30	82.99
1227.jpg	61.14	60.47	64.31	56.46	59.59	61.04
1228.jpg	58.70	61.69	69.71	29.64	63.38	60.09
1229.jpg	82.25	74.15	77.77	19.61	79.24	85.50
123.jpg	70.71	50.95	66.46	31.03	66.99	70.81
1230.jpg	83.69	77.96	85.00	77.27	83.69	83.77
1231.jpg	34.47	24.27	23.10	20.43	30.81	34.52
1232.jpg	83.85	80.78	77.36	73.33	81.00	84.34
1233.jpg	82.09	73.98	66.74	65.80	80.73	82.37
1234.jpg	86.11	65.25	80.70	45.02	83.11	86.44
1235.jpg	67.27	57.20	56.92	56.12	59.69	67.32
1236.jpg	83.91	57.46	73.37	57.24	75.43	84.68
1237.jpg	60.86	35.72	43.07	38.02	52.80	61.17
1238.jpg	67.91	64.99	58.10	27.29	67.96	68.18
1239.jpg	72.50	64.15	66.89	62.77	67.21	72.89
124.jpg	69.04	45.92	49.13	45.35	51.04	68.24
1240.jpg	76.46	40.38	41.78	32.05	43.99	71.69
1241.jpg	50.06	33.75	48.68	32.48	48.92	50.46
1242.jpg	38.11	28.66	28.15	19.03	28.08	35.71
1243.jpg	87.31	65.38	55.72	41.74	73.58	86.39
1244.jpg	80.92	76.73	79.67	67.29	82.74	81.49
1245.jpg	73.74	59.32	67.51	56.47	70.53	73.67
1246.jpg	87.90	72.72	71.82	71.33	81.60	85.17
1247.jpg	56.40	54.63	51.16	38.08	54.46	56.75
1248.jpg	89.69	52.45	68.40	56.62	71.08	88.63
1249.jpg	72.47	43.24	50.61	42.23	51.67	72.20
125.jpg	74.12	77.29	64.97	63.47	74.64	75.62
1250.jpg	56.06	31.70	52.61	34.24	48.51	56.12
1251.jpg	45.18	36.44	69.41	26.91	45.12	44.47
1252.jpg	80.97	61.55	64.60	36.50	67.18	81.25
1253.jpg	25.77	23.96	23.43	11.57	26.44	27.67
1254.jpg	49.65	45.83	47.12	26.91	50.38	50.70
1255.jpg	65.17	53.67	58.93	48.02	61.88	65.99
1256.jpg	70.99	49.64	61.14	44.01	60.70	68.09
1257.jpg	83.87	57.16	62.72	47.57	66.09	83.91
1258.jpg	69.20	41.20	35.23	34.01	51.60	68.17
1259.jpg	51.14	57.30	70.38	55.72	59.03	51.79
126.jpg	88.21	78.24	63.42	60.11	87.17	88.79
1260.jpg	83.54	60.39	67.76	47.06	70.06	84.99
1261.jpg	72.54	32.55	37.87	24.33	45.71	72.77
1262.jpg	91.51	74.27	95.22	70.78	92.57	91.54
1263.jpg	61.25	58.03	59.18	57.62	61.04	60.84
1264.jpg	59.29	56.86	56.92	44.87	57.65	61.13
1265.jpg	68.12	34.51	35.48	28.28	43.43	68.63
1266.jpg	87.42	68.66	65.48	44.04	78.51	87.49
1267.jpg	54.63	40.03	39.44	32.62	43.48	56.09
1268.jpg	88.17	68.86	79.06	61.35	81.72	89.28
1269.jpg	82.43	59.00	67.49	53.52	73.71	82.48
127.jpg	45.13	43.09	42.46	38.37	47.06	46.33
1270.jpg	53.00	36.98	39.19	35.23	46.60	53.02
1271.jpg	34.60	13.86	33.11	25.56	34.84	34.81
1272.jpg	62.60	34.97	43.92	22.53	44.77	62.67
1273.jpg	44.46	37.54	34.55	23.82	42.49	44.16
1274.jpg	90.22	58.34	77.38	52.25	79.29	89.35
1275.jpg	48.67	34.98	32.26	23.86	39.25	49.28
1276.jpg	64.64	39.41	40.97	36.01	54.45	65.41
1277.jpg	59.97	58.73	59.70	30.57	61.58	60.25
1278.jpg	52.47	38.78	47.49	32.03	50.48	52.72
1279.jpg	64.04	59.31	57.50	58.43	63.53	65.09
128.jpg	86.25	84.19	69.63	65.53	84.43	86.51
1280.jpg	52.00	45.86	47.45	37.97	48.64	54.02
1281.jpg	82.97	75.47	79.11	67.29	80.72	84.07
1282.jpg	42.85	7.80	21.61	12.17	16.99	41.35
1283.jpg	29.13	30.96	32.86	24.38	31.27	30.36
1284.jpg	93.28	11.12	82.14	21.87	72.49	92.34
1285.jpg	34.93	33.47	35.44	43.41	34.22	35.48
1286.jpg	58.36	41.70	50.77	29.10	49.43	58.58
1287.jpg	42.10	41.57	41.21	37.01	42.25	41.83
1288.jpg	70.39	60.54	56.55	65.95	62.91	70.31
1289.jpg	93.27	29.84	29.34	24.52	42.66	89.23
129.jpg	85.88	71.33	82.03	38.03	85.29	86.19
1290.jpg	85.15	79.21	89.24	73.62	86.31	85.49
1291.jpg	90.08	81.73	82.35	76.96	86.34	90.14
1292.jpg	67.00	65.42	88.42	61.92	67.80	67.09
1293.jpg	83.17	74.73	73.61	73.57	75.57	82.65
1294.jpg	76.68	60.30	59.88	48.08	63.38	76.53
1295.jpg	83.75	64.36	75.93	56.78	71.82	84.55
1296.jpg	53.09	32.41	50.99	9.13	44.72	52.70
1297.jpg	67.68	21.06	41.39	19.21	43.59	67.06
1298.jpg	56.31	54.23	48.66	35.60	56.29	58.33
1299.jpg	78.26	64.35	66.91	58.60	67.17	79.54
13.jpg	53.58	29.02	50.87	18.65	45.22	59.64
130.jpg	49.61	57.27	64.50	38.12	66.76	51.69
1300.jpg	85.83	77.44	68.12	53.60	83.61	85.77
1301.jpg	66.01	51.00	60.19	57.78	61.06	66.20
1302.jpg	94.43	90.81	90.95	84.15	95.19	94.69
1303.jpg	58.35	57.48	46.49	28.20	61.79	58.78
1304.jpg	37.57	16.05	54.08	13.73	39.12	37.54
1305.jpg	64.10	13.19	22.07	13.85	25.43	59.61
1306.jpg	69.44	17.18	17.20	16.14	18.37	64.46
1307.jpg	89.14	77.73	85.77	73.59	85.92	89.91
1308.jpg	76.69	69.06	69.04	50.03	71.37	76.87
1309.jpg	89.59	59.26	38.87	34.62	57.42	85.99
131.jpg	79.92	74.19	78.97	64.13	80.25	81.31
1310.jpg	51.61	31.58	39.63	19.45	42.07	49.97
1311.jpg	86.63	88.24	91.62	52.04	91.62	87.25
1312.jpg	72.23	55.26	61.85	55.26	63.74	72.17
1313.jpg	67.09	57.74	64.64	56.44	66.68	67.43
1314.jpg	84.22	84.32	67.13	56.93	88.26	85.10
1315.jpg	83.83	75.29	74.58	54.15	82.20	84.42
1316.jpg	87.38	80.24	80.63	76.69	84.70	87.61
1317.jpg	49.05	49.65	51.10	50.76	50.97	49.90
1318.jpg	75.41	73.23	79.20	40.98	77.45	75.56
1319.jpg	73.93	26.30	28.77	26.54	43.72	73.78
132.jpg	74.92	41.30	41.72	17.14	42.78	75.01
1320.jpg	71.25	45.24	60.36	35.12	64.52	71.74
1321.jpg	88.71	82.00	82.69	66.82	85.57	89.13
1322.jpg	83.09	73.82	74.97	65.69	78.47	82.91
1323.jpg	71.91	71.87	77.47	70.19	76.45	72.18
1324.jpg	66.30	55.89	53.65	44.30	60.23	66.80
1325.jpg	51.33	35.98	51.14	42.19	43.67	50.91
1326.jpg	71.91	51.79	67.01	53.79	67.13	71.64
1327.jpg	67.98	66.82	66.82	66.81	68.55	68.26
1328.jpg	65.93	66.96	62.21	50.88	66.69	66.17
1329.jpg	24.99	20.28	19.24	16.53	30.20	26.89
133.jpg	88.35	81.59	85.93	81.11	86.47	88.52
1330.jpg	70.30	34.80	33.46	31.88	34.81	71.01
1331.jpg	73.57	64.97	69.58	55.91	69.11	75.44
1332.jpg	84.55	55.80	68.30	43.05	72.28	87.08
1333.jpg	56.09	50.21	53.29	41.07	56.60	56.22
1334.jpg	88.10	86.55	88.26	80.34	89.16	88.12
1335.jpg	93.76	83.74	84.65	45.73	89.25	93.23
1336.jpg	52.73	40.47	35.56	34.32	45.74	52.99
1337.jpg	70.25	63.41	69.58	62.90	70.69	70.90
1338.jpg	54.31	49.82	52.87	50.15	59.11	55.14
1339.jpg	70.75	62.49	66.76	18.95	68.23	71.10
134.jpg	65.33	64.01	66.07	61.24	66.41	65.52
1340.jpg	70.87	33.74	45.78	37.64	46.98	69.03
1341.jpg	75.13	68.10	70.71	65.22	71.24	75.39
1342.jpg	90.82	52.83	68.11	50.34	80.06	91.67
1343.jpg	79.55	35.25	38.41	27.48	53.72	80.33
1344.jpg	46.86	31.63	20.10	17.54	34.01	47.54
1345.jpg	66.03	47.04	51.83	50.85	53.05	66.41
1346.jpg	79.92	64.13	72.01	56.84	74.20	80.95
1347.jpg	80.51	45.75	44.78	40.19	48.73	81.81
1348.jpg	68.96	46.48	38.16	34.33	53.07	64.57
1349.jpg	59.36	56.12	54.05	39.59	58.75	59.64
135.jpg	57.48	67.23	51.24	51.33	60.16	58.51
1350.jpg	89.81	21.12	45.70	24.84	53.13	77.26
1351.jpg	57.12	39.41	40.90	37.97	39.81	56.78
1352.jpg	39.26	53.16	75.96	18.25	54.78	39.46
1353.jpg	83.51	66.90	66.01	66.20	78.97	82.36
1354.jpg	82.58	75.76	71.96	58.65	76.74	82.96
1355.jpg	81.37	55.98	56.50	59.82	68.00	82.37
1356.jpg	46.89	39.14	29.76	23.18	40.98	48.59
1357.jpg	63.57	60.82	59.06	52.74	62.97	63.88
1358.jpg	51.80	52.05	48.90	44.86	55.35	53.62
1359.jpg	64.78	61.07	54.23	55.14	63.48	65.18
136.jpg	79.26	55.01	64.45	54.34	62.07	80.87
1360.jpg	62.17	48.33	42.66	40.65	58.94	63.16
1361.jpg	62.76	27.38	29.20	26.41	34.11	63.14
1362.jpg	88.15	43.21	75.93	34.03	79.19	88.81
1363.jpg	60.09	40.86	50.89	33.43	47.68	60.43
1364.jpg	59.92	59.69	64.34	56.60	63.29	60.49
1365.jpg	78.44	73.45	77.96	71.17	79.80	79.26
1366.jpg	78.65	51.60	47.16	45.83	53.65	76.26
1367.jpg	74.22	54.51	39.81	39.75	61.91	75.60
1368.jpg	63.00	59.71	57.64	55.71	60.44	63.24
1369.jpg	84.60	75.50	81.65	70.07	82.75	84.81
137.jpg	69.03	67.64	70.32	66.02	69.26	69.24
1370.jpg	72.49	68.46	66.73	49.72	74.20	74.85
1371.jpg	57.75	31.01	29.52	13.18	32.47	53.35
1372.jpg	43.85	45.25	34.63	32.65	43.14	44.61
1373.jpg	84.29	58.48	67.55	44.53	70.28	84.41
1374.jpg	80.45	53.66	56.60	46.52	59.95	78.82
1375.jpg	58.23	46.01	61.05	39.52	57.32	58.58
1376.jpg	74.29	69.05	74.95	65.43	75.33	74.53
1377.jpg	84.14	62.77	62.35	62.39	82.36	84.12
1378.jpg	83.04	69.01	76.12	64.17	73.45	83.15
1379.jpg	54.89	33.57	35.18	33.17	38.42	56.90
138.jpg	80.32	59.75	68.32	57.09	73.54	82.05
1380.jpg	75.31	62.53	70.09	59.20	75.62	73.41
1381.jpg	73.48	64.83	89.40	61.01	77.25	73.79
1382.jpg	77.01	65.99	76.98	54.73	76.14	76.89
1383.jpg	45.86	35.29	32.31	30.08	35.73	46.51
1384.jpg	68.89	32.29	28.62	27.05	34.41	68.03
1385.jpg	79.41	59.55	62.08	62.84	64.47	79.55
1386.jpg	76.48	58.63	69.80	56.92	71.60	77.25
1387.jpg	75.03	55.10	58.90	53.13	69.90	75.41
1388.jpg	62.78	62.28	65.34	42.78	63.91	63.22
1389.jpg	70.08	32.60	46.69	30.02	53.51	68.46
139.jpg	74.47	39.60	44.37	22.91	52.19	74.20
1390.jpg	83.26	37.07	50.00	28.79	59.78	79.62
1391.jpg	73.21	44.70	69.44	57.97	71.97	73.86
1392.jpg	68.30	58.90	58.43	55.40	60.92	67.91
1393.jpg	87.95	65.51	75.51	63.75	76.13	87.92
1394.jpg	81.39	66.31	68.95	49.07	70.40	81.61
1395.jpg	85.00	71.70	78.82	71.61	81.06	85.21
1396.jpg	86.23	76.58	83.03	74.84	86.17	86.80
1397.jpg	84.51	75.27	78.10	56.82	79.55	84.30
1398.jpg	69.12	66.61	66.05	41.71	70.28	69.36
1399.jpg	29.03	7.84	15.62	5.78	15.69	29.29
14.jpg	72.31	59.16	75.27	64.36	73.94	73.72
140.jpg	90.48	89.49	88.55	86.31	91.82	91.29
1400.jpg	88.33	86.62	88.02	51.60	87.33	88.20
1401.jpg	71.97	45.32	56.50	40.44	63.66	72.09
1402.jpg	84.85	62.18	74.08	55.07	74.94	84.98
1403.jpg	64.18	33.48	49.70	19.90	48.72	62.71
