Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
4462.jpg	66.44	59.53	65.41	52.88	66.88	66.53
4463.jpg	73.58	23.18	22.71	22.91	53.39	72.58
4464.jpg	85.77	57.39	70.98	53.30	67.00	81.22
4465.jpg	31.99	33.38	31.48	32.91	33.64	34.02
4466.jpg	42.08	42.03	42.52	40.72	42.25	42.11
4467.jpg	51.83	52.57	52.22	46.33	52.53	52.43
4468.jpg	71.96	44.89	47.34	39.29	48.58	70.83
4469.jpg	67.76	66.89	65.84	56.92	68.61	67.99
447.jpg	74.12	68.85	68.16	68.17	70.60	74.46
4470.jpg	64.66	56.58	59.35	56.38	59.75	64.53
4471.jpg	84.79	27.64	30.00	19.68	43.27	82.40
4472.jpg	72.81	67.68	74.30	52.71	70.09	71.47
4473.jpg	38.68	36.44	37.69	42.46	38.72	39.11
4474.jpg	67.14	53.51	53.17	29.65	63.30	67.20
4475.jpg	80.09	83.48	82.72	65.92	82.90	82.51
4476.jpg	68.54	68.43	68.03	67.85	68.27	68.19
4477.jpg	71.69	65.95	69.66	68.46	71.01	72.65
4478.jpg	64.15	62.29	72.24	59.62	68.46	64.88
4479.jpg	91.61	74.62	77.97	74.53	80.02	92.18
448.jpg	41.98	18.17	33.00	17.21	27.88	46.59
4480.jpg	61.19	37.64	45.83	33.63	46.42	61.73
4481.jpg	62.58	58.79	60.17	51.75	62.51	63.06
4482.jpg	84.44	59.20	56.32	58.73	64.48	84.45
4483.jpg	58.36	57.54	57.14	57.37	58.68	58.56
4484.jpg	90.20	89.37	89.17	86.93	90.06	90.12
4485.jpg	50.57	47.32	48.23	48.20	49.46	51.21
4486.jpg	57.65	56.17	56.60	54.70	58.23	58.28
4487.jpg	55.77	53.45	57.02	8.88	59.26	55.83
4488.jpg	17.26	19.07	15.84	16.94	18.94	17.78
4489.jpg	80.63	61.08	77.37	53.09	72.11	77.49
449.jpg	33.80	25.06	34.72	7.67	35.89	34.02
4490.jpg	63.47	63.85	62.22	60.79	64.50	64.42
4491.jpg	76.94	75.44	72.69	70.45	78.53	77.15
4492.jpg	58.34	54.33	50.45	45.86	55.15	59.73
4493.jpg	69.70	71.55	71.47	68.67	72.80	71.39
4494.jpg	18.55	18.13	17.28	17.82	18.22	18.63
4495.jpg	78.99	76.95	76.32	54.90	78.69	79.51
4496.jpg	44.30	44.54	48.81	21.14	44.66	44.30
4497.jpg	74.12	67.79	54.10	42.24	71.03	74.52
4498.jpg	76.35	58.00	65.07	63.78	68.36	75.13
4499.jpg	59.75	56.25	57.35	52.44	58.67	59.50
45.jpg	89.65	77.67	80.30	19.49	81.08	89.76
450.jpg	94.49	89.49	87.52	85.73	94.56	94.53
4500.jpg	62.56	43.79	49.99	48.26	52.16	60.52
4501.jpg	56.59	30.98	56.83	23.89	57.85	56.77
4502.jpg	60.10	60.87	61.16	60.27	61.71	60.62
4503.jpg	77.04	74.69	77.22	68.41	77.83	77.29
4504.jpg	54.55	4.22	47.80	4.13	43.23	55.45
4505.jpg	62.15	50.00	51.05	23.97	50.36	62.40
4506.jpg	65.27	52.39	54.48	36.78	55.72	65.27
4507.jpg	8.01	15.29	20.29	16.94	19.35	12.65
4508.jpg	81.27	61.95	81.77	53.43	77.54	81.36
4509.jpg	78.93	63.84	68.97	58.24	71.39	79.40
451.jpg	52.68	43.27	38.97	39.18	47.19	52.54
4510.jpg	62.28	62.14	68.12	38.70	69.31	66.31
4511.jpg	63.59	62.63	61.65	61.71	62.65	63.80
4512.jpg	82.20	64.27	66.37	63.48	69.79	80.40
4513.jpg	52.11	52.41	50.90	49.25	52.97	52.21
4514.jpg	86.86	68.31	68.39	60.79	74.32	86.89
4515.jpg	91.74	91.90	85.80	90.35	92.46	92.15
4516.jpg	57.38	57.96	56.88	56.32	58.58	58.13
4517.jpg	65.75	39.06	56.88	38.65	58.39	65.83
4518.jpg	87.75	85.29	84.45	80.67	86.40	88.09
4519.jpg	53.11	34.72	39.03	31.28	40.42	51.07
452.jpg	63.78	47.17	56.88	24.14	62.94	64.88
4520.jpg	92.41	40.78	39.31	38.64	72.35	92.98
4521.jpg	72.94	68.90	70.42	62.70	71.70	73.30
4522.jpg	85.55	76.93	82.34	61.02	83.86	85.77
4523.jpg	49.67	46.95	46.49	44.61	47.08	50.05
4524.jpg	33.99	34.80	35.20	33.61	35.77	34.73
4525.jpg	49.85	34.11	45.19	33.83	46.45	49.80
4526.jpg	62.10	52.28	51.60	41.07	55.86	62.29
4527.jpg	81.38	67.31	69.35	71.68	79.50	81.43
4528.jpg	90.69	73.84	75.65	35.53	83.64	91.68
4529.jpg	63.88	59.72	60.17	39.09	60.44	63.64
453.jpg	32.69	5.64	21.03	4.42	20.22	32.75
4530.jpg	69.02	44.87	43.04	2.38	62.22	68.59
4531.jpg	67.34	65.13	65.59	56.06	66.52	67.57
4532.jpg	66.82	48.12	55.19	41.34	63.00	66.93
4533.jpg	68.21	68.28	69.18	63.71	69.44	69.06
4534.jpg	74.86	68.69	67.82	62.36	77.43	75.56
4535.jpg	70.27	62.26	75.75	47.92	70.33	70.45
4536.jpg	38.03	23.35	22.98	22.41	26.92	38.08
4537.jpg	98.43	93.43	90.64	87.93	95.55	98.40
4538.jpg	60.52	54.06	56.83	52.76	62.14	61.27
4539.jpg	61.54	57.20	59.82	50.36	61.06	61.78
454.jpg	73.81	29.48	70.80	29.32	61.72	74.50
4540.jpg	60.08	52.90	52.28	44.56	53.29	59.05
4541.jpg	86.28	82.60	80.61	80.59	83.14	86.41
4542.jpg	69.79	69.11	68.92	69.95	71.12	70.54
4543.jpg	92.01	39.85	38.28	38.69	53.59	92.31
4544.jpg	47.34	17.74	11.60	8.32	19.62	53.04
4545.jpg	77.79	71.90	71.30	60.11	76.19	78.00
4546.jpg	65.16	66.48	66.40	65.90	66.05	65.83
4547.jpg	87.88	74.15	51.20	50.29	74.63	87.22
4548.jpg	36.50	18.64	37.20	15.37	36.77	37.42
4549.jpg	37.78	26.30	31.20	23.10	28.65	35.51
455.jpg	74.17	43.03	48.64	48.51	51.03	74.43
4550.jpg	68.51	66.36	68.30	64.03	68.17	68.58
4551.jpg	79.85	61.72	61.43	59.72	71.78	79.85
4552.jpg	68.03	68.01	67.85	65.63	68.08	68.05
4553.jpg	44.38	25.68	44.06	28.19	32.92	45.15
4554.jpg	91.49	84.24	60.37	21.04	88.88	91.48
4555.jpg	49.46	38.12	43.39	28.23	43.11	49.32
4556.jpg	92.21	65.70	65.24	65.42	84.36	92.34
4557.jpg	56.83	35.43	47.31	28.61	48.24	56.15
4558.jpg	69.16	56.47	57.90	11.24	63.60	69.83
4559.jpg	39.11	40.46	42.00	39.97	41.19	39.79
456.jpg	76.73	62.78	70.29	61.65	70.35	77.56
4560.jpg	88.97	83.45	84.49	82.65	84.71	89.98
4561.jpg	56.06	54.12	53.21	38.07	57.95	56.45
4562.jpg	51.10	44.61	47.54	42.25	48.61	51.30
4563.jpg	52.17	46.20	44.13	44.82	48.43	52.68
4564.jpg	53.28	43.50	46.52	41.36	48.37	52.99
4565.jpg	67.48	64.08	65.85	66.29	67.80	67.93
4566.jpg	69.37	66.28	64.84	54.66	66.19	68.62
4567.jpg	63.34	63.60	64.10	59.53	65.67	64.01
4568.jpg	66.97	47.05	46.99	46.93	62.99	67.21
4569.jpg	64.83	65.23	65.14	63.94	65.35	65.19
457.jpg	67.29	51.37	67.49	54.05	67.59	67.95
4570.jpg	76.74	49.67	66.05	35.71	67.37	76.61
4571.jpg	47.81	54.41	50.48	37.37	53.89	50.11
4572.jpg	53.62	50.01	47.10	38.29	50.30	53.30
4573.jpg	46.78	41.82	44.82	41.62	44.46	46.93
4574.jpg	70.33	64.35	72.91	61.96	74.04	76.32
4575.jpg	45.78	53.56	62.34	35.40	55.92	46.83
4576.jpg	84.05	83.74	84.90	81.26	85.36	85.15
4577.jpg	71.97	72.30	68.58	64.22	71.31	75.27
4578.jpg	55.93	40.06	47.13	50.00	49.76	54.80
4579.jpg	16.43	8.86	23.90	12.10	17.93	16.75
458.jpg	86.04	62.97	50.95	46.82	67.07	86.24
4580.jpg	68.25	60.30	61.23	40.89	64.56	68.59
4581.jpg	73.57	69.72	38.80	73.20	74.15	75.49
4582.jpg	54.54	41.11	40.44	19.20	54.75	54.59
4583.jpg	70.41	69.86	68.63	40.47	70.62	70.49
4584.jpg	63.30	61.43	69.28	57.05	63.97	63.95
4585.jpg	70.64	69.13	68.29	64.15	70.93	70.91
4586.jpg	42.54	41.48	41.21	41.35	41.79	42.77
4587.jpg	78.13	63.88	64.56	63.93	68.34	78.61
4588.jpg	87.63	81.95	86.60	84.83	87.83	87.89
4589.jpg	84.38	53.12	49.14	48.70	67.75	85.03
459.jpg	57.38	49.41	48.48	46.57	50.72	57.80
4590.jpg	46.14	49.12	51.52	51.50	52.61	51.58
4591.jpg	87.49	83.73	82.24	75.73	91.02	88.90
4592.jpg	50.09	33.29	33.55	22.62	35.98	49.67
4593.jpg	64.53	42.02	60.68	35.54	56.83	64.29
4594.jpg	58.41	17.19	17.87	16.80	18.59	58.27
4595.jpg	68.58	57.38	60.46	57.77	61.03	65.74
4596.jpg	58.48	40.44	44.99	38.01	48.38	58.46
4597.jpg	67.16	66.09	67.41	62.94	67.77	67.47
4598.jpg	34.88	23.55	38.88	17.05	33.39	35.14
4599.jpg	68.55	65.65	66.61	38.96	68.05	68.70
46.jpg	63.51	35.65	48.66	32.29	47.56	63.75
460.jpg	64.70	48.19	56.60	36.62	60.20	65.11
4600.jpg	65.96	35.68	41.78	30.11	49.80	65.19
4601.jpg	75.41	56.57	65.41	46.28	66.37	75.18
4602.jpg	67.18	67.21	67.41	61.94	69.12	67.91
4603.jpg	29.45	36.10	31.31	32.50	36.78	31.15
4604.jpg	63.47	64.59	64.19	63.35	64.67	63.96
4605.jpg	81.36	56.11	56.58	54.56	77.53	81.55
4606.jpg	78.77	70.42	67.13	39.81	73.97	78.78
4607.jpg	35.97	26.11	26.02	26.46	27.02	36.20
4608.jpg	75.05	73.06	67.77	66.74	75.44	75.22
4609.jpg	70.51	56.44	63.98	50.48	66.26	71.09
461.jpg	66.06	31.99	54.69	31.66	51.51	66.82
4610.jpg	45.28	36.83	38.79	30.35	41.63	46.07
4611.jpg	53.36	54.29	51.68	24.51	54.22	53.56
4612.jpg	56.64	56.49	54.57	44.69	56.68	56.65
4613.jpg	86.96	83.28	71.91	41.28	84.55	87.26
4614.jpg	55.98	50.87	59.41	35.71	57.07	55.54
4615.jpg	55.39	44.93	45.48	46.14	46.53	51.93
4616.jpg	38.59	39.25	37.57	38.06	39.26	39.24
4617.jpg	46.08	29.41	32.74	30.22	35.13	46.35
4618.jpg	0.93	2.80	2.79	2.60	2.79	2.50
4619.jpg	72.27	73.73	70.19	54.96	75.12	72.56
462.jpg	64.35	42.37	49.40	43.93	51.18	64.15
4620.jpg	49.72	50.29	46.53	30.37	50.18	49.56
4621.jpg	47.01	41.20	59.40	39.61	50.06	47.65
4622.jpg	83.61	74.70	76.11	73.54	82.00	83.66
4623.jpg	66.20	75.56	66.50	63.06	67.65	66.55
4624.jpg	38.65	34.14	33.67	32.33	36.07	38.87
4625.jpg	32.90	38.68	38.46	32.19	41.99	35.41
4626.jpg	57.68	54.86	55.22	53.62	58.40	58.68
4627.jpg	71.73	62.97	66.36	63.99	70.77	72.35
4628.jpg	26.71	20.57	21.63	14.57	21.49	26.70
4629.jpg	80.07	65.06	60.71	58.74	66.18	77.14
463.jpg	37.33	34.17	33.76	34.42	35.59	38.24
4630.jpg	80.12	75.04	79.18	67.43	80.29	80.37
4631.jpg	20.80	22.09	19.26	20.47	22.20	21.08
4632.jpg	75.28	64.45	66.03	61.61	67.16	75.70
4633.jpg	89.12	84.55	68.04	62.80	84.89	89.35
4634.jpg	88.30	79.81	82.00	79.83	86.27	88.76
4635.jpg	60.62	59.22	59.58	52.02	60.13	61.63
4636.jpg	47.60	38.30	45.36	33.71	40.35	48.42
4637.jpg	1.33	0.86	1.64	1.76	0.74	1.31
4638.jpg	44.17	46.99	46.99	45.43	47.22	46.38
4639.jpg	50.75	49.08	51.84	43.88	52.17	51.02
464.jpg	70.22	55.55	61.49	53.97	59.40	70.55
4640.jpg	89.08	50.13	64.23	64.04	70.52	85.40
4641.jpg	20.24	21.13	20.93	20.18	21.11	20.63
4642.jpg	55.62	57.87	59.19	55.25	58.87	57.39
4643.jpg	67.55	71.86	71.57	64.77	69.15	68.67
4644.jpg	84.70	79.85	85.07	53.22	86.16	85.02
4645.jpg	11.06	18.21	17.43	15.86	17.60	15.83
4646.jpg	56.45	53.66	64.82	34.17	56.28	56.45
4647.jpg	62.94	42.05	31.44	28.72	41.86	63.36
4648.jpg	26.92	9.31	11.14	1.94	10.64	26.17
4649.jpg	56.04	55.56	55.79	50.26	56.72	56.16
465.jpg	56.08	40.89	38.27	24.68	43.17	56.25
4650.jpg	87.85	68.51	79.53	50.17	84.84	87.34
4651.jpg	79.73	80.46	81.70	62.79	81.07	81.25
4652.jpg	87.43	82.28	79.22	39.22	84.12	88.81
4653.jpg	80.27	76.41	75.68	76.10	76.56	79.06
4654.jpg	83.72	50.96	42.88	22.78	72.62	84.21
4655.jpg	65.06	65.26	68.24	63.51	68.02	65.86
4656.jpg	77.35	70.23	63.89	61.79	72.83	79.39
4657.jpg	75.84	77.12	71.65	72.12	81.12	79.12
4658.jpg	27.92	30.25	37.19	0.75	30.91	27.97
4659.jpg	35.72	32.61	32.19	17.72	32.88	35.80
466.jpg	88.16	86.91	80.94	85.08	89.13	88.91
4660.jpg	66.81	55.33	57.80	54.64	60.83	70.66
4661.jpg	81.73	82.99	82.50	77.00	83.42	82.33
4662.jpg	55.83	54.43	53.59	52.19	55.27	56.67
4663.jpg	56.65	49.81	57.33	55.15	56.85	57.23
4664.jpg	66.75	57.93	63.87	57.15	63.96	65.96
4665.jpg	70.84	70.62	66.99	67.62	72.25	71.19
4666.jpg	52.45	53.79	54.01	51.39	53.60	52.92
4667.jpg	88.22	67.30	77.52	66.07	79.59	88.49
4668.jpg	66.52	66.69	66.75	66.01	67.18	66.67
4669.jpg	64.65	64.19	65.88	50.40	64.73	64.79
467.jpg	81.68	23.81	32.54	26.30	36.75	79.33
4670.jpg	53.89	53.66	55.61	44.12	56.91	54.18
4671.jpg	70.64	69.78	70.12	69.29	70.51	70.74
4672.jpg	71.41	66.32	65.60	51.40	66.64	72.06
4673.jpg	58.98	59.53	59.98	55.78	61.43	59.30
4674.jpg	48.01	41.03	46.59	0.76	46.07	48.01
4675.jpg	63.32	55.70	48.32	36.18	58.06	62.51
4676.jpg	57.16	52.07	52.29	52.34	54.65	57.46
4677.jpg	54.93	37.97	47.37	34.89	49.77	54.80
4678.jpg	92.04	83.72	96.24	85.24	92.22	92.14
4679.jpg	83.26	62.30	43.30	32.11	71.38	85.81
468.jpg	49.87	41.10	41.85	32.26	43.58	51.56
4680.jpg	64.06	52.34	58.51	32.77	58.35	63.80
4681.jpg	70.35	74.77	70.00	31.97	70.41	70.39
4682.jpg	47.60	44.16	48.62	45.11	47.52	48.39
4683.jpg	42.70	43.69	43.56	39.60	44.10	43.00
4684.jpg	84.24	69.98	55.24	55.35	77.17	84.36
4685.jpg	56.82	38.28	50.45	46.87	52.55	57.35
4686.jpg	58.43	41.66	45.20	41.28	43.32	58.51
4687.jpg	75.62	73.70	81.70	49.34	82.34	76.91
4688.jpg	6.42	4.78	3.07	1.12	4.78	6.41
4689.jpg	1.76	1.78	1.69	0.93	1.79	1.89
469.jpg	72.27	61.96	55.27	59.67	66.01	72.91
4690.jpg	51.51	35.49	35.43	34.78	36.07	43.07
4691.jpg	87.89	86.67	88.50	87.07	87.99	88.07
4692.jpg	53.27	46.76	49.23	40.47	52.47	53.39
4693.jpg	74.05	70.37	72.04	64.78	72.97	73.95
4694.jpg	92.58	78.42	80.99	69.61	90.31	92.68
4695.jpg	65.47	46.37	46.91	46.46	51.45	62.58
4696.jpg	66.53	41.74	57.25	40.90	47.30	65.47
4697.jpg	77.64	71.59	70.87	72.25	74.24	77.73
4698.jpg	45.44	42.60	41.87	41.40	43.90	45.79
4699.jpg	93.01	77.59	88.00	76.98	88.79	93.03
47.jpg	92.14	68.86	80.90	68.73	82.39	92.26
470.jpg	73.00	62.81	71.72	67.82	71.73	73.65
4700.jpg	47.06	59.82	44.52	49.13	54.68	47.78
4701.jpg	47.69	43.38	45.23	44.41	44.73	47.31
4702.jpg	61.21	72.11	83.38	57.30	82.93	65.57
4703.jpg	81.72	81.97	81.18	79.73	81.96	82.01
4704.jpg	62.19	38.85	40.57	32.34	42.85	62.09
4705.jpg	55.88	52.12	49.60	50.38	55.14	56.15
4706.jpg	66.88	62.85	58.42	48.50	68.71	68.76
4707.jpg	35.07	36.13	36.04	17.44	37.37	36.93
4708.jpg	66.93	65.86	66.49	63.37	67.32	67.56
4709.jpg	66.11	67.73	67.61	62.34	68.55	67.51
471.jpg	70.92	63.03	65.01	58.10	64.64	69.93
4710.jpg	81.18	80.60	81.53	75.30	84.80	84.09
4711.jpg	71.69	71.65	71.49	69.87	71.75	71.73
4712.jpg	54.90	51.38	52.67	49.59	51.86	54.96
4713.jpg	65.95	45.86	54.91	32.28	58.91	68.44
4714.jpg	74.15	34.79	39.66	19.33	48.49	71.14
4715.jpg	68.90	61.18	63.97	60.15	66.62	69.00
4716.jpg	45.08	43.09	45.88	39.49	45.42	45.25
4717.jpg	59.21	58.64	57.73	40.48	60.19	59.49
4718.jpg	55.39	38.30	46.63	20.82	49.70	57.00
4719.jpg	82.90	83.54	90.68	83.62	86.91	83.23
472.jpg	76.45	59.01	76.67	54.15	76.72	76.85
4720.jpg	56.33	50.57	50.34	46.22	51.79	56.71
4721.jpg	63.80	51.54	52.07	40.34	56.52	64.08
4722.jpg	68.48	39.27	38.15	32.15	49.31	68.90
4723.jpg	47.86	47.05	46.74	16.99	48.53	47.89
4724.jpg	65.16	62.56	61.92	57.00	65.29	65.58
4725.jpg	43.52	40.18	37.24	37.59	39.28	41.94
4726.jpg	73.90	56.24	57.18	38.06	62.75	74.16
4727.jpg	73.71	64.71	43.75	45.14	57.00	72.11
4728.jpg	79.17	75.03	79.57	74.83	78.92	79.42
4729.jpg	55.15	53.40	56.82	37.48	60.30	56.43
473.jpg	79.47	55.15	54.49	54.84	60.15	74.39
4730.jpg	74.18	54.01	76.70	53.20	66.11	74.53
4731.jpg	48.57	33.86	39.43	33.00	44.64	49.43
4732.jpg	85.23	78.28	85.65	66.17	85.53	85.33
4733.jpg	68.98	57.01	66.89	49.41	69.84	69.04
4734.jpg	66.57	67.34	67.23	67.26	67.22	67.19
4735.jpg	69.70	69.45	70.34	68.80	70.54	69.89
4736.jpg	82.05	70.11	44.53	27.68	72.95	82.71
4737.jpg	76.08	67.41	70.13	65.16	72.50	76.36
4738.jpg	86.61	79.96	80.37	78.07	81.55	86.89
4739.jpg	68.95	65.89	68.17	64.97	68.46	69.16
474.jpg	74.29	40.98	40.53	38.74	43.59	72.13
4740.jpg	77.63	73.64	75.66	75.79	76.97	77.79
4741.jpg	77.74	71.69	81.04	62.60	77.80	77.98
4742.jpg	63.24	39.51	40.44	30.14	45.74	61.75
4743.jpg	78.92	67.24	67.83	55.60	68.69	79.04
4744.jpg	49.09	49.90	49.81	37.37	49.97	50.09
4745.jpg	72.83	66.42	70.27	53.93	72.84	72.83
4746.jpg	25.86	22.98	23.79	14.01	26.96	27.10
4747.jpg	77.70	74.02	79.26	69.01	79.83	79.18
4748.jpg	63.80	64.59	64.19	33.59	72.69	64.24
4749.jpg	65.55	64.89	59.01	22.04	63.86	65.58
475.jpg	35.21	23.24	17.92	16.96	26.32	34.91
4750.jpg	62.87	39.28	50.77	22.12	54.33	66.28
4751.jpg	40.42	11.15	20.23	11.39	16.88	39.09
4752.jpg	65.68	45.27	48.95	43.07	50.35	66.89
4753.jpg	27.41	24.88	27.48	23.16	25.39	27.62
4754.jpg	22.72	24.80	24.04	17.48	24.69	23.47
4755.jpg	54.91	49.68	54.75	41.39	57.21	60.07
4756.jpg	0.41	1.90	1.26	1.72	1.91	1.18
4757.jpg	40.47	33.30	40.65	28.53	39.92	40.59
4758.jpg	59.80	59.90	59.38	59.08	60.85	60.42
4759.jpg	73.40	65.20	73.45	61.36	75.82	73.44
476.jpg	69.56	66.93	65.90	52.50	67.28	67.66
4760.jpg	37.56	37.63	32.83	37.17	37.91	37.59
4761.jpg	76.00	75.56	75.70	75.45	76.04	78.21
4762.jpg	30.03	24.83	24.31	17.42	25.82	30.45
4763.jpg	71.84	50.75	54.98	47.95	57.52	66.83
4764.jpg	45.56	43.68	44.55	26.25	44.39	46.34
4765.jpg	46.80	36.58	41.93	28.40	43.01	47.05
4766.jpg	61.04	55.82	59.32	56.51	61.31	61.36
4767.jpg	85.08	69.40	71.85	70.15	72.70	85.23
4768.jpg	73.10	74.06	82.01	70.30	81.27	75.17
4769.jpg	72.84	70.97	70.16	69.45	73.57	73.16
477.jpg	73.41	72.94	76.51	72.73	82.08	83.62
4770.jpg	68.18	73.33	71.80	73.14	74.30	72.68
4771.jpg	20.25	30.16	29.33	29.05	31.16	29.00
4772.jpg	79.69	81.80	81.43	67.08	85.36	80.88
4773.jpg	55.52	63.63	70.09	58.85	66.34	64.01
4774.jpg	70.59	53.23	62.13	33.22	60.57	70.47
4775.jpg	56.33	51.11	50.53	50.05	51.73	56.51
4776.jpg	83.37	58.27	53.49	31.87	67.10	80.11
4777.jpg	88.97	89.45	88.79	88.73	89.05	88.97
4778.jpg	79.50	46.41	45.73	29.14	70.80	80.94
4779.jpg	64.92	57.85	51.19	43.81	58.24	65.28
478.jpg	32.19	11.66	20.16	16.01	20.40	29.54
4780.jpg	82.56	80.32	80.01	80.35	80.34	83.08
4781.jpg	30.46	26.43	27.30	21.85	28.72	31.02
4782.jpg	80.56	71.90	78.29	73.78	78.21	80.79
4783.jpg	54.12	55.15	53.14	53.77	55.60	54.56
4784.jpg	85.88	76.99	87.83	54.79	85.68	85.87
4785.jpg	57.37	35.35	38.60	34.83	37.96	65.35
4786.jpg	48.52	46.30	46.19	45.88	46.22	48.14
4787.jpg	80.35	78.19	76.30	63.96	79.98	80.35
4788.jpg	12.99	15.87	14.28	14.37	15.58	13.95
4789.jpg	37.17	39.77	39.38	41.32	39.97	38.77
479.jpg	58.54	30.68	30.16	12.67	41.97	55.85
4790.jpg	53.00	53.31	58.23	56.58	57.73	53.87
4791.jpg	49.45	30.15	39.77	29.49	40.78	49.74
4792.jpg	58.33	52.43	54.26	49.91	54.15	57.93
4793.jpg	70.68	71.61	74.49	70.96	71.53	71.00
4794.jpg	40.01	35.56	34.33	27.96	36.19	40.16
4795.jpg	34.43	20.43	36.26	19.47	32.17	33.85
4796.jpg	41.48	36.67	39.35	36.26	40.67	41.67
4797.jpg	45.51	45.82	46.02	30.56	46.59	45.81
4798.jpg	76.39	73.23	75.60	74.73	76.42	76.40
4799.jpg	70.79	62.65	64.30	61.24	65.18	71.24
48.jpg	68.35	63.32	65.64	63.98	70.42	70.04
480.jpg	87.26	68.49	77.94	60.13	77.31	87.68
4800.jpg	74.72	75.33	75.12	63.50	75.82	75.05
4801.jpg	76.48	76.68	77.07	75.49	77.85	77.10
4802.jpg	80.72	80.94	72.65	50.67	81.13	80.92
4803.jpg	83.17	80.76	78.33	63.60	82.10	83.30
4804.jpg	57.35	52.68	52.55	48.68	54.43	58.18
4805.jpg	57.30	43.91	49.23	45.74	57.41	58.15
4806.jpg	65.99	45.41	51.19	46.89	51.13	65.40
4807.jpg	71.46	51.56	57.99	47.12	58.12	73.34
4808.jpg	74.80	74.59	70.84	70.63	80.67	75.52
4809.jpg	56.59	58.11	57.88	57.75	58.13	57.76
481.jpg	71.95	46.24	47.29	35.29	54.25	72.95
4810.jpg	35.19	31.50	34.67	23.17	34.21	35.54
4811.jpg	61.63	23.30	41.89	22.10	32.38	62.21
4812.jpg	74.91	59.39	77.47	47.92	72.20	75.31
4813.jpg	56.46	43.57	47.91	42.17	46.77	56.34
4814.jpg	45.51	51.14	50.52	43.56	51.29	48.61
4815.jpg	36.69	35.90	36.43	35.64	36.43	36.94
4816.jpg	60.14	38.03	52.83	33.88	49.82	60.05
4817.jpg	67.44	67.06	68.08	66.95	67.81	67.62
4818.jpg	29.57	27.00	21.92	11.60	28.69	29.60
4819.jpg	72.18	51.06	50.18	50.36	67.04	72.81
482.jpg	71.00	55.14	72.51	49.18	66.12	71.46
4820.jpg	68.80	54.67	54.60	52.58	60.74	68.22
4821.jpg	56.63	47.62	40.74	27.47	52.03	54.35
4822.jpg	35.48	38.35	37.88	36.20	43.15	37.49
4823.jpg	47.02	24.97	27.03	13.91	34.94	49.36
4824.jpg	58.58	22.50	25.93	17.63	33.51	57.41
4825.jpg	37.93	34.40	48.78	49.05	50.99	39.09
4826.jpg	83.50	65.25	79.28	56.21	81.27	83.61
4827.jpg	69.48	27.96	47.27	27.22	50.45	69.01
4828.jpg	69.16	68.54	67.87	45.01	68.99	69.23
4829.jpg	26.77	27.36	26.76	27.06	27.39	27.13
483.jpg	92.99	85.07	91.40	71.51	93.10	94.47
4830.jpg	69.87	66.71	68.42	62.73	67.94	69.67
4831.jpg	96.37	93.88	92.83	80.65	96.36	96.37
4832.jpg	76.93	79.11	68.13	77.27	85.10	83.58
4833.jpg	55.72	57.96	56.34	55.52	58.03	56.00
4834.jpg	53.40	54.09	54.16	14.24	54.58	54.20
4835.jpg	79.59	48.63	47.35	41.68	59.16	79.01
4836.jpg	36.49	31.29	32.67	30.14	35.01	37.10
4837.jpg	69.08	58.97	69.62	46.76	68.91	69.34
4838.jpg	57.64	59.44	57.77	48.35	59.52	57.98
4839.jpg	85.31	69.80	68.83	70.59	70.56	86.22
484.jpg	60.45	47.54	68.86	38.99	58.99	60.11
4840.jpg	76.33	30.43	67.97	56.56	70.07	76.57
4841.jpg	49.86	48.20	50.82	29.13	50.82	49.88
4842.jpg	83.39	71.21	70.92	62.89	74.82	83.46
4843.jpg	59.89	50.51	55.85	51.16	60.06	59.99
4844.jpg	73.42	65.79	70.51	63.49	74.33	74.53
4845.jpg	57.11	47.39	55.91	51.92	58.93	58.10
4846.jpg	66.93	54.54	57.63	45.98	61.81	67.11
4847.jpg	69.46	67.81	66.97	64.78	69.25	69.84
4848.jpg	66.93	59.86	64.59	51.20	66.52	67.23
4849.jpg	82.03	52.93	46.29	33.59	66.35	82.72
485.jpg	80.36	74.02	66.59	58.67	78.01	81.25
4850.jpg	72.93	78.01	76.07	64.85	78.00	74.82
4851.jpg	71.03	49.97	61.32	38.18	61.75	71.86
4852.jpg	40.99	39.74	41.76	28.21	42.51	41.75
4853.jpg	55.09	53.90	53.21	52.00	54.54	55.45
4854.jpg	43.33	32.98	31.73	30.96	33.01	43.86
4855.jpg	80.21	77.84	77.16	76.33	77.46	79.28
4856.jpg	59.82	47.83	56.09	44.28	58.37	60.03
4857.jpg	74.75	71.70	73.10	72.22	75.19	74.87
4858.jpg	75.16	67.37	69.03	61.34	70.37	75.01
4859.jpg	24.51	25.74	25.16	24.42	24.86	25.25
486.jpg	93.14	50.69	58.77	32.42	73.80	92.01
4860.jpg	54.73	50.41	42.84	45.25	54.62	57.69
4861.jpg	27.56	28.33	27.96	26.99	28.53	27.92
4862.jpg	28.73	27.47	30.33	29.21	30.49	28.85
4863.jpg	52.90	53.24	55.57	30.58	53.53	53.36
4864.jpg	72.17	71.34	72.00	68.60	72.78	72.35
4865.jpg	75.39	63.68	78.77	28.77	79.91	76.60
4866.jpg	35.95	31.23	33.54	30.62	32.92	36.35
4867.jpg	69.19	70.69	69.55	67.34	70.75	70.50
4868.jpg	77.55	49.61	42.81	41.73	60.87	76.38
