Image	Model1	Model2	Model3	Model4	MajorityVoting	WeightedVoting
2582.jpg	89.13	67.36	57.27	46.11	65.75	83.11
2583.jpg	83.18	54.83	63.65	49.45	68.53	81.70
2584.jpg	79.69	77.11	75.23	72.05	78.08	80.62
2585.jpg	77.37	63.32	64.49	68.62	71.55	77.40
2586.jpg	59.64	53.35	61.29	40.64	61.59	60.03
2587.jpg	36.75	13.93	14.31	12.72	14.54	36.67
2588.jpg	83.01	76.72	78.39	70.39	79.67	82.38
2589.jpg	93.26	69.65	86.38	83.67	89.75	93.50
259.jpg	70.60	49.19	43.22	20.09	48.97	70.19
2590.jpg	51.03	52.38	51.05	50.15	50.69	53.69
2591.jpg	61.87	37.72	30.29	30.42	38.07	61.23
2592.jpg	76.02	37.06	52.99	32.77	57.71	75.54
2593.jpg	84.43	81.48	76.48	73.84	83.61	84.63
2594.jpg	78.93	49.44	73.32	50.63	74.96	78.88
2595.jpg	86.30	68.16	60.59	32.51	75.05	84.38
2596.jpg	90.28	71.39	71.45	23.92	78.42	89.91
2597.jpg	76.76	65.08	57.95	50.71	71.63	76.57
2598.jpg	75.02	52.63	54.17	55.52	59.69	75.16
2599.jpg	83.35	60.43	84.00	67.73	75.05	83.67
260.jpg	96.98	46.69	48.38	39.37	48.31	96.29
26.jpg	89.30	64.65	81.03	62.91	87.84	89.32
2600.jpg	94.10	45.96	56.50	52.84	59.17	92.94
2601.jpg	67.87	57.65	58.54	50.14	59.23	63.29
2602.jpg	44.34	20.38	19.05	10.39	22.10	44.81
2603.jpg	79.04	60.44	65.40	60.09	69.14	78.18
2604.jpg	87.08	47.86	75.06	51.96	79.67	87.44
2605.jpg	65.22	50.01	49.07	36.18	54.21	65.33
2606.jpg	85.71	48.79	58.36	48.56	60.93	85.64
2607.jpg	90.07	47.46	54.92	40.85	57.16	91.13
2608.jpg	96.55	63.42	78.06	61.88	84.20	96.60
2609.jpg	74.01	51.61	56.98	52.15	61.04	72.97
261.jpg	66.19	55.01	68.12	63.14	66.86	66.52
2610.jpg	51.02	39.99	51.94	50.79	52.83	52.97
2611.jpg	89.47	68.45	82.35	65.89	81.26	89.24
2612.jpg	87.29	77.78	80.94	59.73	81.45	85.56
2615.jpg	88.44	72.92	82.05	70.55	81.21	88.13
2614.jpg	63.98	53.35	42.70	18.43	51.85	63.27
2613.jpg	67.27	55.88	62.63	61.78	66.02	67.22
2617.jpg	59.31	59.47	59.11	14.92	60.69	59.31
2616.jpg	90.88	72.97	93.37	73.84	90.55	90.90
2618.jpg	89.28	87.74	77.72	77.20	86.41	88.45
2619.jpg	95.65	54.65	56.28	52.72	59.10	94.12
262.jpg	70.88	13.02	52.13	21.82	56.79	70.66
2620.jpg	76.17	77.68	76.33	55.19	77.00	76.20
2622.jpg	40.35	32.48	25.30	25.56	31.44	32.70
2621.jpg	79.85	56.24	60.43	51.93	63.60	80.18
2623.jpg	95.20	90.62	76.74	61.94	92.42	95.23
2624.jpg	91.25	92.11	80.46	80.80	90.04	91.02
2625.jpg	80.02	71.83	62.63	56.37	71.87	77.59
2626.jpg	93.40	45.95	48.90	47.67	51.99	93.10
2627.jpg	54.04	53.23	54.04	54.09	54.26	54.22
2629.jpg	79.04	76.17	77.71	67.61	78.97	79.11
2628.jpg	69.61	64.98	59.39	41.37	69.26	68.62
263.jpg	40.45	31.51	36.01	24.75	32.41	39.31
2630.jpg	61.19	50.25	79.95	53.16	78.68	63.28
2631.jpg	39.94	22.08	51.57	34.64	39.91	40.02
2632.jpg	85.10	82.54	73.91	71.30	82.82	85.43
2633.jpg	67.66	29.24	64.38	25.18	60.11	69.78
2634.jpg	73.36	64.44	64.35	47.93	66.31	72.76
2635.jpg	73.64	43.70	47.19	36.50	50.95	73.75
2637.jpg	84.53	48.34	41.23	31.44	49.80	83.91
2636.jpg	65.64	60.51	57.93	59.20	58.83	65.42
2639.jpg	61.56	55.08	59.02	55.53	59.24	61.31
2638.jpg	55.24	51.19	49.09	26.94	51.81	54.61
264.jpg	58.78	39.20	34.39	33.29	46.84	52.05
2640.jpg	86.44	83.85	71.22	54.64	85.51	86.55
2641.jpg	94.70	67.82	39.41	38.10	64.43	88.10
2642.jpg	61.47	45.69	50.67	51.57	51.12	61.00
2643.jpg	46.74	56.22	36.29	30.12	39.11	46.88
2644.jpg	89.80	46.53	48.77	43.60	52.12	87.40
2645.jpg	63.78	67.11	80.23	58.34	73.52	66.20
2646.jpg	95.16	83.58	58.62	58.63	90.77	95.09
2647.jpg	77.06	50.80	46.65	37.53	53.52	76.49
2648.jpg	80.62	51.46	78.63	48.57	81.27	81.14
2649.jpg	75.32	54.03	62.47	47.91	59.81	74.27
265.jpg	40.65	14.28	36.31	13.15	33.41	40.34
2650.jpg	69.80	57.86	60.55	46.82	63.71	69.02
2651.jpg	31.98	18.98	30.13	25.33	30.88	34.18
2652.jpg	89.56	67.23	75.13	68.91	76.56	89.45
2653.jpg	85.60	87.72	82.46	83.07	83.87	85.65
2654.jpg	71.76	48.97	49.04	37.97	53.86	69.49
2655.jpg	89.24	70.40	74.90	58.32	80.11	89.87
2656.jpg	95.35	81.11	71.60	63.93	83.97	95.40
2657.jpg	58.93	33.35	44.02	32.22	37.43	58.97
2658.jpg	71.07	70.04	67.70	68.30	73.46	71.41
2659.jpg	92.72	78.22	84.79	43.47	86.91	91.97
266.jpg	40.26	28.43	26.84	19.45	34.44	40.49
2660.jpg	87.62	56.42	73.59	43.21	77.09	87.18
2661.jpg	63.90	39.09	62.76	41.64	55.09	62.66
2662.jpg	88.55	83.94	84.77	81.59	84.74	88.42
2663.jpg	82.14	76.96	76.34	71.73	78.56	81.23
2664.jpg	81.14	54.41	56.04	43.53	62.49	81.26
2665.jpg	90.39	36.03	30.92	37.18	36.30	82.98
2666.jpg	82.34	67.32	49.18	43.39	66.42	81.00
2667.jpg	77.81	66.38	52.50	49.50	73.57	80.64
2669.jpg	73.00	58.91	72.99	67.87	72.99	73.02
2668.jpg	85.59	74.67	67.72	68.25	76.84	85.41
267.jpg	95.67	53.31	61.59	57.95	66.05	94.27
2670.jpg	93.66	75.50	91.36	74.57	91.31	93.58
2671.jpg	87.78	66.83	77.73	61.10	74.27	87.66
2672.jpg	93.10	61.25	52.11	51.84	64.77	93.01
2674.jpg	92.33	72.25	59.27	54.96	75.53	91.13
2673.jpg	71.33	60.03	63.62	63.72	65.62	71.21
2675.jpg	76.80	72.40	61.41	60.57	77.35	77.16
2676.jpg	86.95	31.64	86.54	68.09	81.94	85.91
2677.jpg	87.13	70.52	74.08	62.31	77.70	86.67
2678.jpg	69.76	57.56	69.75	58.42	68.08	69.81
2679.jpg	92.40	26.87	79.98	17.29	81.57	92.70
268.jpg	89.18	52.96	82.42	20.88	80.84	89.17
2680.jpg	39.64	39.33	41.02	22.11	42.13	40.37
2681.jpg	56.67	53.83	53.31	42.25	55.13	56.66
2682.jpg	69.83	63.83	71.96	53.20	64.44	69.80
2683.jpg	87.41	78.41	77.11	74.37	82.79	87.58
2684.jpg	96.33	84.90	69.95	70.97	95.28	96.11
2685.jpg	73.63	62.36	69.41	72.76	74.16	74.39
2686.jpg	94.69	54.82	68.90	51.09	69.01	93.67
2687.jpg	53.96	54.14	54.10	54.15	54.17	54.13
2689.jpg	68.11	58.40	60.26	45.32	65.01	68.07
2688.jpg	68.29	74.62	66.64	58.44	70.64	68.57
269.jpg	70.03	55.32	49.94	38.03	66.03	69.83
2691.jpg	66.63	59.51	66.24	45.52	66.31	66.66
2690.jpg	94.58	88.77	88.17	83.34	91.33	94.18
2692.jpg	93.74	65.47	69.22	69.46	75.37	94.09
2693.jpg	78.41	58.11	77.91	49.02	78.91	78.70
2695.jpg	88.63	58.14	70.13	61.47	78.92	89.57
2696.jpg	89.16	72.58	58.78	36.95	80.41	88.55
2694.jpg	80.66	53.00	55.47	51.02	55.35	75.41
2697.jpg	57.96	37.46	38.21	38.12	41.27	57.87
2698.jpg	94.66	38.23	66.24	23.52	75.09	93.77
2699.jpg	81.78	40.23	58.51	49.71	59.51	81.66
27.jpg	72.91	58.42	60.88	47.95	58.86	66.15
270.jpg	83.94	50.20	55.12	48.26	57.06	82.98
2700.jpg	76.77	30.02	32.90	33.32	48.89	76.68
2701.jpg	75.56	68.65	57.31	43.29	69.28	75.57
2703.jpg	72.99	48.59	47.86	48.53	54.26	72.99
2702.jpg	81.33	55.08	69.25	48.71	69.34	81.23
2704.jpg	88.50	80.03	75.95	59.12	80.29	88.49
2705.jpg	92.90	59.63	83.81	59.77	88.23	93.41
2706.jpg	75.83	71.08	71.88	63.50	75.52	75.87
2707.jpg	96.78	20.34	73.46	42.31	72.39	96.58
2708.jpg	92.78	54.88	61.05	55.78	60.47	92.27
2709.jpg	91.77	74.62	89.27	78.26	89.54	90.83
271.jpg	83.23	74.98	81.42	62.47	83.12	83.16
2710.jpg	94.62	52.87	73.11	40.14	76.36	94.05
2712.jpg	96.41	47.93	44.22	43.04	46.42	94.50
2711.jpg	89.12	78.97	65.39	41.52	86.02	88.33
2713.jpg	94.78	83.71	90.38	69.22	92.39	94.81
2714.jpg	82.55	33.66	42.14	33.53	41.60	80.88
2715.jpg	88.05	49.18	50.11	49.73	55.45	83.92
2718.jpg	88.24	52.27	73.92	76.56	79.29	87.65
2716.jpg	83.97	63.68	50.69	50.65	71.85	83.88
2719.jpg	95.33	73.56	66.32	29.61	83.16	93.69
2717.jpg	96.86	81.87	85.69	77.62	87.30	96.34
272.jpg	62.54	27.96	31.84	30.90	34.94	62.70
2720.jpg	49.82	24.67	33.71	29.62	35.79	48.97
2721.jpg	82.42	55.15	51.63	41.62	64.57	80.68
2722.jpg	94.10	82.72	68.54	46.16	85.72	94.32
2723.jpg	26.37	11.66	49.48	24.20	27.74	26.36
2724.jpg	94.37	15.99	76.92	32.33	76.37	93.46
2726.jpg	70.28	53.79	60.01	38.64	55.87	70.32
2725.jpg	87.13	46.52	48.55	47.25	51.69	82.53
2727.jpg	56.68	29.11	53.62	16.50	56.75	56.70
2728.jpg	87.50	77.15	84.58	71.74	86.68	87.54
2729.jpg	52.62	49.61	54.99	42.58	52.90	55.21
273.jpg	73.63	45.07	47.28	23.14	51.67	73.85
2730.jpg	59.99	49.53	50.39	48.19	52.06	56.74
2731.jpg	90.33	66.87	79.68	44.94	82.75	90.11
2732.jpg	94.66	90.08	68.21	65.28	88.06	94.70
2733.jpg	88.28	86.22	70.10	41.53	87.29	88.16
2734.jpg	41.26	40.94	52.53	41.77	43.87	41.78
2735.jpg	88.39	79.90	75.45	53.67	80.87	87.87
2736.jpg	96.07	76.27	93.75	71.41	96.99	96.40
2737.jpg	91.15	80.39	77.54	69.29	82.96	90.15
2738.jpg	90.26	65.73	77.91	66.19	77.55	87.99
2739.jpg	72.59	75.43	43.76	27.94	74.28	71.34
274.jpg	74.42	73.82	77.49	74.29	77.57	76.42
2741.jpg	92.87	91.44	90.95	90.92	92.49	93.88
2740.jpg	93.28	68.08	65.75	59.89	70.07	91.48
2742.jpg	97.57	86.45	68.91	65.61	89.87	97.12
2743.jpg	80.23	77.34	74.51	74.42	77.32	80.47
2744.jpg	89.75	47.87	46.05	36.27	57.54	80.57
2745.jpg	74.81	65.72	54.73	53.91	62.53	74.12
2746.jpg	94.81	38.90	66.43	22.15	49.25	90.35
2747.jpg	89.39	71.55	76.96	64.83	80.46	89.63
2748.jpg	72.88	70.28	67.39	66.60	71.52	73.21
2749.jpg	72.79	68.76	70.02	73.88	71.96	73.18
275.jpg	88.67	57.53	56.45	60.90	64.81	88.16
2750.jpg	89.78	85.71	62.00	31.17	77.51	87.98
2751.jpg	70.24	43.51	53.51	51.65	54.10	69.86
2752.jpg	87.72	52.06	48.23	31.84	51.27	73.81
2753.jpg	70.82	46.60	55.40	48.52	51.64	65.89
2754.jpg	97.02	88.31	88.42	85.11	88.96	97.10
2755.jpg	72.34	48.89	50.49	48.84	55.16	73.33
2756.jpg	87.64	39.83	69.90	43.79	72.89	87.30
2757.jpg	84.92	81.30	56.68	37.22	84.00	86.38
2758.jpg	82.17	80.20	80.86	77.28	81.49	86.48
2759.jpg	89.70	71.42	82.67	80.96	83.43	89.76
2760.jpg	98.17	70.29	39.90	38.13	69.75	97.28
276.jpg	67.86	57.88	75.49	40.93	69.23	68.22
2761.jpg	67.12	62.01	55.66	43.96	58.08	67.55
2762.jpg	96.29	62.04	69.63	40.43	69.00	94.54
2763.jpg	96.83	47.68	71.20	66.19	77.47	96.77
2764.jpg	93.79	97.02	93.01	87.12	94.91	97.07
2765.jpg	67.55	57.66	51.19	44.54	58.71	66.13
2766.jpg	50.69	33.15	33.21	17.95	46.16	50.83
2768.jpg	85.62	50.36	55.06	48.20	57.11	84.70
2767.jpg	49.20	46.70	48.92	32.44	50.04	49.28
2769.jpg	93.01	46.74	36.27	35.53	53.74	91.40
277.jpg	87.62	83.01	75.50	46.19	84.46	87.16
2770.jpg	96.07	69.62	86.83	57.62	82.88	96.46
2771.jpg	65.98	45.03	50.55	42.98	55.00	65.41
2772.jpg	47.11	41.08	51.65	30.00	41.85	42.12
2773.jpg	71.17	52.94	62.53	58.11	62.75	70.83
2774.jpg	81.17	53.88	88.54	43.10	74.06	81.67
2775.jpg	84.18	62.14	60.44	51.77	67.01	79.76
2776.jpg	87.10	26.24	40.47	27.11	42.06	86.76
2777.jpg	92.64	73.25	85.92	66.26	87.77	93.35
2778.jpg	91.57	73.46	85.82	83.05	89.16	91.69
2779.jpg	89.39	59.69	73.48	59.58	73.83	88.63
278.jpg	77.50	71.76	72.18	72.35	74.56	77.49
2780.jpg	90.63	38.73	50.45	15.43	67.06	90.45
2781.jpg	96.35	69.91	70.33	62.47	73.14	96.55
2782.jpg	77.44	64.34	64.71	57.40	67.77	75.22
2783.jpg	87.23	71.87	66.31	61.29	73.67	87.13
2784.jpg	62.08	39.75	56.04	54.75	57.88	62.11
2785.jpg	64.86	62.63	63.78	35.62	65.32	66.25
2786.jpg	83.36	56.00	71.12	51.98	70.16	84.43
2787.jpg	88.40	88.97	73.78	62.09	89.61	88.75
2788.jpg	84.50	46.82	39.47	25.45	55.03	84.36
2789.jpg	92.54	84.63	94.03	79.17	94.28	92.90
279.jpg	93.06	77.19	83.78	77.74	80.68	86.98
2790.jpg	54.52	22.61	50.97	31.76	50.91	54.13
2791.jpg	53.13	43.32	46.74	41.60	48.68	53.22
2792.jpg	80.64	63.18	67.74	17.26	71.19	78.24
2793.jpg	85.73	74.79	82.27	59.83	82.55	84.79
2794.jpg	62.35	56.23	59.88	53.51	60.03	62.43
2795.jpg	39.05	66.95	46.95	37.78	64.10	39.79
2796.jpg	95.42	71.40	74.01	72.46	88.66	95.22
2797.jpg	95.35	85.09	85.83	73.09	89.52	94.97
2798.jpg	82.07	65.90	66.89	39.19	78.68	83.79
2799.jpg	79.18	46.70	62.16	38.91	70.04	79.07
28.jpg	62.94	47.26	40.28	30.22	54.05	62.22
280.jpg	71.27	50.05	57.30	54.55	57.22	60.64
2800.jpg	54.83	49.75	50.54	29.00	51.77	53.80
2801.jpg	81.24	57.48	57.77	55.98	61.04	80.97
2802.jpg	69.75	66.50	81.04	60.51	70.68	70.50
2803.jpg	57.59	59.35	55.23	28.49	61.86	57.67
2804.jpg	89.91	65.56	69.42	40.35	77.19	90.07
2805.jpg	73.78	44.97	55.38	36.03	55.70	71.74
2806.jpg	73.66	60.18	63.90	62.13	64.30	73.52
2807.jpg	82.63	40.43	59.47	39.82	61.92	82.05
2808.jpg	87.38	47.21	62.76	46.05	62.78	86.35
2809.jpg	73.80	41.24	53.37	40.32	53.84	71.04
281.jpg	81.87	65.47	77.43	58.89	79.13	82.04
2810.jpg	44.15	44.38	43.99	42.51	44.82	44.87
2811.jpg	90.03	62.35	77.23	25.67	78.95	86.23
2812.jpg	84.71	45.34	39.73	38.75	44.68	84.02
2813.jpg	89.00	68.22	78.54	49.69	79.59	88.69
2814.jpg	71.39	71.68	51.99	22.77	72.49	71.63
2815.jpg	70.98	60.30	51.95	38.21	60.19	71.31
2816.jpg	62.77	57.94	53.04	52.16	56.30	61.31
2817.jpg	89.11	17.47	60.92	30.66	58.75	86.82
2818.jpg	31.68	27.17	56.39	27.35	28.88	31.71
2820.jpg	91.29	70.33	78.92	67.42	81.32	91.60
2819.jpg	79.94	68.46	70.21	68.27	70.00	77.10
282.jpg	81.81	75.38	76.25	54.73	78.56	81.88
2821.jpg	88.75	74.21	73.15	65.27	76.45	88.58
2822.jpg	79.03	72.90	78.93	74.25	78.97	79.04
2823.jpg	79.70	55.57	58.65	40.58	61.04	79.97
2824.jpg	66.92	46.38	36.94	30.33	47.23	64.06
2825.jpg	61.64	35.63	33.15	30.51	37.63	58.86
2826.jpg	35.57	26.37	38.55	29.52	33.33	33.82
2827.jpg	81.74	76.88	77.36	75.39	77.54	82.29
2828.jpg	84.21	27.60	67.38	35.05	63.73	84.41
2829.jpg	89.05	28.01	50.34	27.08	50.67	83.12
283.jpg	93.59	77.49	93.32	82.34	91.42	93.65
2830.jpg	97.23	65.86	73.96	53.04	79.29	95.12
2831.jpg	62.16	57.56	57.35	53.68	61.48	62.55
2832.jpg	58.21	35.57	61.89	20.46	58.86	57.79
2833.jpg	68.69	45.95	57.89	35.57	60.41	67.08
2834.jpg	76.89	37.36	57.77	26.84	59.64	76.96
2835.jpg	74.69	62.40	63.72	28.92	70.13	73.82
2836.jpg	76.46	63.79	56.72	43.82	64.99	76.27
2837.jpg	48.42	42.89	45.84	38.99	46.95	48.37
2838.jpg	80.09	63.97	66.33	65.44	70.17	78.76
2839.jpg	94.15	63.62	73.83	63.32	76.79	93.23
284.jpg	68.05	61.64	43.97	52.78	64.95	68.65
2840.jpg	92.43	93.86	87.50	77.09	94.13	96.08
2841.jpg	68.28	24.41	68.41	53.96	60.10	67.79
2842.jpg	54.95	54.54	46.04	32.74	56.98	55.04
2843.jpg	81.44	58.86	54.09	48.91	60.32	79.88
2844.jpg	54.95	34.79	58.68	48.15	62.80	60.32
2845.jpg	64.88	57.75	31.94	34.26	56.55	63.67
2846.jpg	85.49	62.55	57.30	48.48	65.40	86.76
2847.jpg	77.80	49.61	44.45	43.36	46.08	77.92
2848.jpg	88.18	76.85	67.46	65.92	79.14	88.37
2849.jpg	65.97	68.14	59.51	48.99	67.87	66.40
285.jpg	79.23	40.51	43.51	33.73	44.92	78.92
2850.jpg	88.43	58.89	68.67	62.47	79.85	88.49
2851.jpg	82.54	53.96	66.18	57.74	69.03	82.19
2852.jpg	90.08	67.14	79.05	71.13	77.83	90.65
2853.jpg	59.08	43.57	50.44	53.96	58.10	60.06
2854.jpg	90.87	42.43	39.10	33.61	58.06	90.49
2855.jpg	50.64	48.18	49.57	48.90	49.86	50.36
2856.jpg	85.71	81.78	71.88	65.99	80.68	85.86
2857.jpg	68.74	73.20	56.89	36.88	72.68	69.22
2858.jpg	53.97	31.17	49.82	29.68	34.07	54.15
2859.jpg	84.44	29.81	76.10	35.39	73.27	84.06
2860.jpg	80.14	48.88	53.45	37.83	65.80	82.51
286.jpg	96.22	67.54	81.77	66.65	76.21	96.20
2861.jpg	82.75	27.91	80.77	34.69	79.38	82.55
2862.jpg	94.61	92.96	95.36	74.99	95.59	94.81
2863.jpg	97.44	79.82	70.88	67.62	90.50	97.06
2864.jpg	93.55	83.80	84.43	79.40	82.92	93.34
2865.jpg	89.57	51.61	49.16	47.03	52.77	83.62
2866.jpg	88.81	87.36	88.18	76.65	88.95	88.78
2867.jpg	88.52	71.46	87.71	65.09	87.67	88.52
2868.jpg	53.12	35.28	47.81	46.46	48.24	52.81
2869.jpg	75.41	25.20	31.88	30.42	43.40	75.24
287.jpg	94.21	65.02	75.68	60.39	88.91	93.79
2870.jpg	95.23	79.49	79.01	49.18	83.14	94.14
2871.jpg	92.28	75.16	81.68	63.21	84.19	91.70
2872.jpg	90.30	60.77	79.14	47.91	81.05	89.10
2873.jpg	86.18	53.51	65.98	35.14	71.23	87.19
2874.jpg	86.19	62.37	67.99	49.31	76.04	84.67
2876.jpg	70.66	7.98	64.47	22.60	56.22	71.60
2875.jpg	69.67	30.52	31.29	25.30	36.14	69.46
2877.jpg	95.37	74.79	80.57	54.95	83.28	93.76
2878.jpg	71.35	58.79	63.60	56.15	66.88	69.95
2879.jpg	81.78	67.30	61.01	19.36	70.75	78.47
288.jpg	78.32	61.45	66.10	52.62	71.00	77.96
2880.jpg	69.33	35.29	43.07	31.50	39.19	67.97
2881.jpg	83.77	60.40	65.97	26.59	66.36	83.10
2882.jpg	86.52	65.55	60.52	36.64	60.70	80.04
2883.jpg	92.28	62.52	51.24	62.78	80.41	92.65
2884.jpg	79.41	43.11	60.60	40.36	60.40	79.24
2885.jpg	79.79	59.51	60.53	60.05	62.06	79.91
2886.jpg	60.42	75.80	41.48	51.67	58.53	59.65
2887.jpg	86.55	78.20	73.48	37.91	85.78	86.94
2888.jpg	92.57	38.02	36.46	34.69	49.36	92.69
2889.jpg	98.48	79.69	83.87	65.99	89.29	98.03
2890.jpg	74.25	45.29	43.25	35.43	46.96	73.70
2891.jpg	94.40	60.99	82.13	51.81	80.93	93.47
289.jpg	87.21	59.43	55.83	43.16	63.01	86.25
2892.jpg	91.62	68.40	61.26	46.91	78.38	91.78
2893.jpg	93.48	54.80	82.02	64.85	86.62	91.42
2894.jpg	96.07	62.89	22.79	17.54	75.08	95.50
2895.jpg	65.97	44.57	44.53	43.25	44.57	65.06
2896.jpg	69.76	45.64	50.46	41.71	51.48	70.12
2897.jpg	96.44	40.99	54.48	37.19	54.80	96.31
2898.jpg	82.41	49.18	52.91	47.16	59.52	72.34
2899.jpg	77.92	78.26	56.82	50.05	81.02	81.78
29.jpg	91.98	72.26	77.65	52.06	85.07	91.94
290.jpg	87.71	84.72	79.31	51.91	85.22	87.41
2900.jpg	94.90	49.61	69.97	46.20	76.48	94.10
2901.jpg	76.31	59.71	67.72	49.41	73.13	76.56
2902.jpg	68.53	63.44	69.69	63.87	66.37	68.01
2904.jpg	56.59	49.99	53.91	43.78	54.21	56.52
2903.jpg	97.38	55.40	50.82	34.17	68.22	97.33
2905.jpg	75.41	43.25	68.98	30.59	67.59	74.95
2906.jpg	72.90	60.71	63.40	60.07	65.89	72.48
2907.jpg	96.60	94.57	76.44	73.54	91.70	97.21
2908.jpg	69.46	68.40	56.69	49.69	61.83	69.86
2909.jpg	86.84	37.02	68.90	70.68	73.40	87.41
291.jpg	31.75	31.22	30.40	9.77	29.92	31.56
2910.jpg	60.57	46.82	65.60	25.98	55.48	60.36
2911.jpg	94.79	63.52	81.91	66.00	80.53	94.38
2912.jpg	91.28	30.48	34.23	17.99	34.77	88.99
2913.jpg	80.32	66.90	87.23	55.01	79.60	79.84
2914.jpg	48.16	18.12	42.41	13.20	28.29	46.34
2915.jpg	83.62	63.36	63.23	42.75	71.95	82.78
2916.jpg	96.96	71.52	83.99	69.09	88.18	96.77
2917.jpg	84.78	48.57	52.24	57.04	65.99	83.41
2918.jpg	73.46	56.76	46.19	46.72	50.77	72.69
2919.jpg	49.28	42.30	55.37	33.42	48.16	49.20
292.jpg	93.99	82.41	80.86	81.70	86.98	94.03
2920.jpg	69.10	65.47	73.81	64.97	72.84	69.31
2921.jpg	56.16	45.35	39.04	36.15	50.67	56.13
2922.jpg	87.63	63.24	73.44	53.06	75.80	87.95
2923.jpg	88.38	75.04	79.76	61.16	79.87	87.17
2924.jpg	49.01	31.93	36.35	22.42	43.65	49.00
2925.jpg	58.25	26.42	23.62	23.86	26.93	57.68
2926.jpg	96.33	64.18	72.54	62.46	72.93	93.16
2927.jpg	93.04	75.58	73.14	43.97	84.84	92.81
2928.jpg	56.91	35.38	58.56	26.67	38.34	54.04
2929.jpg	96.82	85.29	88.16	43.12	87.29	96.81
293.jpg	74.48	60.89	73.49	60.46	75.27	75.07
2930.jpg	60.01	45.66	47.99	47.70	49.07	60.03
2931.jpg	66.94	40.83	35.99	22.43	42.35	55.49
2932.jpg	69.10	17.96	19.71	24.42	21.82	59.99
2933.jpg	77.01	31.51	37.32	28.18	36.84	73.10
2934.jpg	92.32	78.77	84.56	40.48	93.84	92.18
2935.jpg	97.42	21.81	89.47	57.21	84.97	96.72
2936.jpg	95.90	84.06	72.56	66.01	85.57	94.70
2937.jpg	91.48	59.23	81.71	76.89	83.30	91.15
2938.jpg	77.33	76.97	70.82	69.50	74.99	77.33
2939.jpg	49.36	30.85	42.03	38.78	45.92	49.59
294.jpg	94.58	87.96	59.74	57.72	90.99	94.58
2940.jpg	97.51	53.93	50.88	51.30	52.32	95.35
2941.jpg	84.42	77.19	77.30	75.75	77.42	84.39
2942.jpg	71.62	65.43	62.35	54.03	68.82	71.93
2943.jpg	75.65	65.22	64.80	56.62	70.98	74.94
2944.jpg	67.38	63.74	61.14	64.50	65.56	67.21
2945.jpg	63.99	47.47	50.36	39.20	49.92	62.59
2946.jpg	72.58	51.14	68.32	28.57	77.80	72.50
2947.jpg	84.34	69.54	69.93	64.85	71.28	84.24
2948.jpg	69.04	57.67	60.84	49.12	60.98	67.32
2949.jpg	68.88	65.86	65.91	65.76	65.91	69.30
295.jpg	76.49	74.13	74.81	74.99	77.01	76.51
2950.jpg	90.31	64.98	73.30	48.22	83.97	90.29
2951.jpg	64.76	54.02	64.06	45.30	64.52	64.79
2952.jpg	83.51	70.33	60.22	41.09	70.17	84.25
2953.jpg	71.93	12.75	48.78	28.88	47.66	69.55
2954.jpg	69.29	62.45	57.04	58.49	63.69	68.99
2955.jpg	68.51	69.38	53.84	56.07	64.73	68.58
2957.jpg	65.16	51.86	61.85	41.03	59.91	64.83
2956.jpg	61.32	54.34	53.42	37.76	58.28	61.59
2958.jpg	92.99	71.63	60.48	67.77	80.24	92.66
2959.jpg	85.36	66.73	74.71	66.66	74.86	85.27
296.jpg	87.42	54.57	59.61	48.73	56.20	87.20
2960.jpg	82.12	51.65	58.68	42.56	65.40	81.95
2961.jpg	79.50	41.02	63.92	22.71	67.34	79.96
2962.jpg	43.58	27.80	82.87	27.38	34.57	43.60
2963.jpg	90.81	72.66	74.10	59.89	80.84	90.44
2964.jpg	87.63	68.28	80.82	67.17	86.55	87.15
2965.jpg	61.03	56.90	55.88	46.37	60.40	61.16
2966.jpg	72.50	57.10	42.08	36.93	47.98	76.11
2967.jpg	70.75	66.92	63.40	49.35	70.56	70.86
2968.jpg	73.89	67.12	62.48	62.63	66.63	73.66
2969.jpg	84.86	14.16	22.98	17.15	24.73	82.85
2970.jpg	64.68	60.76	60.20	57.71	60.94	64.73
297.jpg	86.07	65.66	63.89	50.90	72.11	86.66
2971.jpg	90.02	86.89	62.51	64.15	84.23	90.14
2972.jpg	49.68	41.84	41.91	38.00	41.94	49.62
2973.jpg	85.36	51.74	78.64	47.73	80.25	85.11
2974.jpg	76.77	41.12	67.86	42.13	73.38	76.93
2975.jpg	64.69	51.89	53.32	43.11	53.43	64.62
2976.jpg	62.71	30.09	30.16	29.09	30.62	62.81
2977.jpg	54.74	41.29	51.63	32.66	47.50	53.26
2978.jpg	94.21	63.93	74.80	66.21	82.56	93.83
2979.jpg	75.29	56.08	56.29	53.03	57.50	71.21
298.jpg	68.85	53.81	54.22	47.87	53.53	68.23
2980.jpg	85.67	56.10	61.62	55.72	63.79	85.46
2981.jpg	74.18	63.02	74.05	60.65	72.78	74.17
2982.jpg	85.67	57.81	67.59	65.86	72.41	85.88
2983.jpg	86.04	49.16	56.02	38.33	59.33	84.02
2984.jpg	84.21	68.04	75.51	63.80	80.61	84.20
2985.jpg	93.66	87.99	84.96	84.25	87.78	93.35
2986.jpg	83.61	80.93	77.44	60.45	82.37	84.49
2987.jpg	93.35	58.77	84.60	57.48	84.08	91.30
2988.jpg	71.24	20.70	26.37	19.35	26.18	69.09
